0.000000000000000000e+00, 4.013436561749368359e+00
1.666666666666666644e-02, 3.897983196176725951e+00
3.333333333333333287e-02, 3.853272979339968707e+00
5.000000000000000278e-02, 3.819301325836990557e+00
6.666666666666666574e-02, 3.786102490647772267e+00
8.333333333333332871e-02, 3.754965433855718793e+00
1.000000000000000056e-01, 3.727131020385332505e+00
1.166666666666666685e-01, 3.701880551955172294e+00
1.333333333333333315e-01, 3.678540122111200628e+00
1.500000000000000222e-01, 3.656766118033321966e+00
1.666666666666666574e-01, 3.635785977643034350e+00
1.833333333333333481e-01, 3.615353091713900735e+00
2.000000000000000111e-01, 3.595530596737977369e+00
2.166666666666666741e-01, 3.576439988383937951e+00
2.333333333333333370e-01, 3.557993889779099028e+00
2.500000000000000000e-01, 3.540262228636903874e+00
2.666666666666666630e-01, 3.523469536596321561e+00
2.833333333333333259e-01, 3.507625669231841936e+00
3.000000000000000444e-01, 3.493044536332794436e+00
3.166666666666666519e-01, 3.479489453084291917e+00
3.333333333333333148e-01, 3.465861637645225368e+00
3.500000000000000333e-01, 3.450905152585105551e+00
3.666666666666666963e-01, 3.433847761260683029e+00
3.833333333333333037e-01, 3.414205754324116437e+00
4.000000000000000222e-01, 3.391241118428354184e+00
4.166666666666666852e-01, 3.363949436866964238e+00
4.333333333333333481e-01, 3.330496111663209469e+00
4.499999999999999556e-01, 3.288536324194741400e+00
4.666666666666666741e-01, 3.233681650426214027e+00
4.833333333333333370e-01, 3.156527769778019188e+00
5.000000000000000000e-01, 3.034891465248341191e+00
5.035562569789857612e-01, 3.000009999999999621e+00
5.202229236456524797e-01, 3.491162795779267469e+00
5.368895903123191982e-01, 3.533196231107583074e+00
5.535562569789858056e-01, 3.550488545752831904e+00
5.702229236456524131e-01, 3.559612169290315542e+00
5.868895903123191315e-01, 3.565353453363743874e+00
6.035562569789857390e-01, 3.569366810162357240e+00
6.202229236456525685e-01, 3.572297248003812431e+00
6.368895903123191760e-01, 3.574442311809215678e+00
6.535562569789857834e-01, 3.575983456620753564e+00
6.702229236456525019e-01, 3.577081049790876044e+00
6.868895903123191093e-01, 3.893758508677892749e+00
7.035562569789857168e-01, 3.915814269069828768e+00
7.202229236456525463e-01, 3.929972585751778436e+00
7.368895903123191538e-01, 3.941824610777114213e+00
7.535562569789858722e-01, 3.950587197161584907e+00
7.702229236456524797e-01, 3.957621929791300008e+00
7.868895903123190871e-01, 3.964014021033178459e+00
8.035562569789858056e-01, 3.971194669929262400e+00
8.202229236456524131e-01, 3.980484760912808007e+00
8.368895903123191315e-01, 3.991230654401134004e+00
8.535562569789858500e-01, 4.003209234450181953e+00
8.702229236456524575e-01, 4.016206624931297320e+00
8.868895903123191760e-01, 4.030300287102406287e+00
9.035562569789858944e-01, 4.045700627893130452e+00
9.202229236456525019e-01, 4.062554280539544926e+00
9.368895903123192204e-01, 4.081028103975070209e+00
9.535562569789858278e-01, 4.101430069472440820e+00
9.702229236456524353e-01, 4.124225032781185796e+00
9.868895903123191538e-01, 4.149486313190254627e+00
1.003556256978985761e+00, 4.176992951411987676e+00
1.016521927624258970e+00, 4.199990000000000556e+00
1.033188594290925799e+00, 4.198999999999999844e+00
1.049855260957592407e+00, 4.198999999999999844e+00
1.066521927624259014e+00, 4.198999999999999844e+00
1.083188594290925622e+00, 4.198999999999999844e+00
