0.000000000000000000e+00, -4.625929269271485328e-18, 0.000000000000000000e+00
1.666666666666666644e-02, 4.810520011043980821e-04, 2.262635987955388813e-04
3.333333333333333287e-02, 5.154386285865358028e-04, 2.715132352125660320e-04
5.000000000000000278e-02, 5.206189242641309778e-04, 2.911664188684921751e-04
6.666666666666666574e-02, 5.214068818661368385e-04, 3.004548616556110318e-04
8.333333333333332871e-02, 5.215265667528970212e-04, 3.049283783227657390e-04
1.000000000000000056e-01, 5.215450146644255930e-04, 3.070999030668284790e-04
1.166666666666666685e-01, 5.215479054762089039e-04, 3.081582877164298364e-04
1.333333333333333315e-01, 5.215483783178733812e-04, 3.086725516093009490e-04
1.500000000000000222e-01, 5.215484798294961651e-04, 3.089228325566296973e-04
1.666666666666666574e-01, 5.215485201671058281e-04, 3.090448256210827490e-04
1.833333333333333481e-01, 5.215485467185545848e-04, 3.091043033888632809e-04
2.000000000000000111e-01, 5.215485678547732281e-04, 3.091332093125051636e-04
2.166666666666666741e-01, 5.215485866326967802e-04, 3.091473346343581057e-04
2.333333333333333370e-01, 5.215486029875405832e-04, 3.091542431933714890e-04
2.500000000000000000e-01, 5.215486176828034934e-04, 3.091576491708119493e-04
2.666666666666666630e-01, 5.215486307556513107e-04, 3.091593456311959040e-04
2.833333333333333259e-01, 5.215486417664816875e-04, 3.091602143011713735e-04
3.000000000000000444e-01, 5.215486533283166188e-04, 3.091606808169559809e-04
3.166666666666666519e-01, 5.215486661735058323e-04, 3.091609514312021619e-04
3.333333333333333148e-01, 5.215486783562544573e-04, 3.091611260214956647e-04
3.500000000000000333e-01, 5.215486876081648930e-04, 3.091612519251267185e-04
3.666666666666666963e-01, 5.215486952271866259e-04, 3.091613519910053703e-04
3.833333333333333037e-01, 5.215487031548296515e-04, 3.091614374492686660e-04
4.000000000000000222e-01, 5.215487130054878096e-04, 3.091615140611385631e-04
4.166666666666666852e-01, 5.215487263625248572e-04, 3.091615852637382604e-04
4.333333333333333481e-01, 5.215487449382627018e-04, 3.091616536616557985e-04
4.499999999999999556e-01, 5.215487701858371322e-04, 3.091617213374011773e-04
4.666666666666666741e-01, 5.215488028641309054e-04, 3.091617910111460325e-04
4.833333333333333370e-01, 5.215488459426837831e-04, 3.091618659781010937e-04
5.000000000000000000e-01, 5.215489052065015946e-04, 3.091619515235142948e-04
5.035562569789857612e-01, 5.215489204735254593e-04, 3.091619714178750846e-04
5.202229236456524797e-01, 4.049434467425913408e-05, 8.289590062842326450e-05
5.368895903123191982e-01, 6.111749138233941627e-06, 3.764802008969405088e-05
5.535562569789858056e-01, 9.302461955422752275e-07, 1.799502620786520642e-05
5.702229236456524131e-01, 1.416934909641321562e-07, 8.706184076284010159e-06
5.868895903123191315e-01, 2.170121820479348548e-08, 4.225261368778533880e-06
6.035562569789857390e-01, 3.341319593760597809e-09, 2.052397698137342523e-06
6.202229236456525685e-01, 4.954230710937210132e-10, 9.967746662249011538e-07
6.368895903123191760e-01, 6.512767294893216293e-11, 4.839810005055042315e-07
6.535562569789857834e-01, 7.672411665654878338e-12, 2.353745885184138522e-07
6.702229236456525019e-01, -1.224954293498941395e-12, 1.147678066444391670e-07
6.868895903123191093e-01, -4.810528358874861690e-04, -2.262096798956637238e-04
7.035562569789857168e-01, -5.154370805611517082e-04, -2.714869717293036670e-04
7.202229236456525463e-01, -5.206185977974110007e-04, -2.911540506314217011e-04
7.368895903123191538e-01, -5.214074061199061409e-04, -3.004497880635036643e-04
7.535562569789858722e-01, -5.215274958929343911e-04, -3.049339561283139085e-04
7.702229236456524797e-01, -5.215457912418387538e-04, -3.071081133230726609e-04
7.868895903123190871e-01, -5.215485867621638552e-04, -3.081640934391690397e-04
8.035562569789858056e-01, -5.215490149601155609e-04, -3.086773606343262070e-04
8.202229236456524131e-01, -5.215490770816745428e-04, -3.089263885539979531e-04
8.368895903123191315e-01, -5.215490831650845772e-04, -3.090474487651218623e-04
8.535562569789858500e-01, -5.215490811912908359e-04, -3.091063067957097320e-04
8.702229236456524575e-01, -5.215490785826226716e-04, -3.091349681525491495e-04
8.868895903123191760e-01, -5.215490761430008164e-04, -3.091488869492659062e-04
9.035562569789858944e-01, -5.215490737903357701e-04, -3.091556666041612241e-04
9.202229236456525019e-01, -5.215490712453008408e-04, -3.091589675315154330e-04
9.368895903123192204e-01, -5.215490681689437464e-04, -3.091605734493629203e-04
9.535562569789858278e-01, -5.215490640743362808e-04, -3.091613558173837120e-04
9.702229236456524353e-01, -5.215490583237639534e-04, -3.091617367104726997e-04
9.868895903123191538e-01, -5.215490510642923922e-04, -3.091619220194853006e-04
1.003556256978985761e+00, -5.215490430939667124e-04, -3.091620129258160492e-04
1.016521927624258970e+00, -5.215490365820069042e-04, -3.091620500986779515e-04
1.033188594290925799e+00, -4.643612799385041213e-04, -2.840856695573531392e-04
1.049855260957592407e+00, -4.130128582846678202e-04, -2.569358169711393586e-04
1.066521927624259014e+00, -3.690106374907412587e-04, -2.313740414169286814e-04
1.083188594290925622e+00, -3.309226005316275054e-04, -2.081538700432893237e-04
1.099855260957592451e+00, -2.979033165410077851e-04, -1.874865903532639143e-04
1.116521927624259058e+00, -2.692588464393896376e-04, -1.693070271172879857e-04
1.133188594290925666e+00, -2.441034691309922630e-04, -1.532809451745198914e-04
1.149855260957592273e+00, -2.214622331245045519e-04, -1.389342874800333309e-04
1.166521927624259103e+00, -2.008337535938543991e-04, -1.259439405068338411e-04
1.183188594290925710e+00, -1.822859359837175272e-04, -1.142594597736537517e-04
1.199855260957592318e+00, -1.445458682664339090e-05, -3.219489784103921759e-05
1.216521927624258925e+00, 4.788722253941560627e-04, 2.115551977639064504e-04
1.233188594290925533e+00, 5.151053384724416659e-04, 2.644723437722893062e-04
1.249855260957592140e+00, 5.205682893057763912e-04, 2.877593002277453412e-04
1.266521927624258970e+00, 5.213995341822362864e-04, 2.987979407730309892e-04
1.283188594290925577e+00, 5.215265724715889258e-04, 3.041326373438602319e-04
1.299855260957592407e+00, 5.215459448814094377e-04, 3.067198827082505169e-04
1.316521927624259014e+00, 5.215489303571572413e-04, 3.079761336503094140e-04
1.333188594290925622e+00, 5.215494224487263403e-04, 3.085863339759336763e-04
1.349855260957592451e+00, 5.215495374431921129e-04, 3.088827540626670320e-04
1.366521927624259058e+00, 5.215495937845848187e-04, 3.090265688406733011e-04
1.383188594290925666e+00, 5.215496311589713904e-04, 3.090965025841840917e-04
1.399855260957592273e+00, 5.215496525676901552e-04, 3.091306249561573708e-04
1.416521927624258881e+00, 5.215496619589775991e-04, 3.091473003221771880e-04
1.433188594290925710e+00, 5.215496644385201035e-04, 3.091554448709399219e-04
1.449855260957592318e+00, 5.215496595560876461e-04, 3.091594539667575085e-04
1.466521927624258925e+00, 5.215496506473948522e-04, 3.091614445325852382e-04
1.483188594290925533e+00, 5.215496401529178200e-04, 3.091624528326841433e-04
1.499855260957592140e+00, 5.215496310622500398e-04, 3.091629804492164761e-04
1.516521927624259192e+00, 5.215496298313636618e-04, 3.091632716081749101e-04
1.533188594290925577e+00, 5.215496326446256549e-04, 3.091634451276347242e-04
1.549855260957592407e+00, 5.215496250232507696e-04, 3.091635596726098460e-04
1.566521927624259014e+00, 5.215496061557891401e-04, 3.091636447231865619e-04
1.583188594290925622e+00, 5.215495741028999344e-04, 3.091637157041100662e-04
1.599855260957592229e+00, 5.215495352425416438e-04, 3.091637816294351610e-04
