0.000000000000000000e+00, 4.081041300433356334e+00
1.666666666666666644e-02, 4.020080991039887586e+00
3.333333333333333287e-02, 3.996464305126983696e+00
5.000000000000000278e-02, 3.979007347587825372e+00
6.666666666666666574e-02, 3.963501365269650023e+00
8.333333333333332871e-02, 3.948753208441864171e+00
1.000000000000000056e-01, 3.934692662198768343e+00
1.166666666666666685e-01, 3.920861576941199189e+00
1.333333333333333315e-01, 3.906581799132735622e+00
1.500000000000000222e-01, 3.891962952574264278e+00
1.666666666666666574e-01, 3.877322141020824731e+00
1.833333333333333481e-01, 3.862908704109997871e+00
2.000000000000000111e-01, 3.848912940017734652e+00
2.166666666666666741e-01, 3.835322762827598986e+00
2.333333333333333370e-01, 3.822298453226771642e+00
2.500000000000000000e-01, 3.809543453727283424e+00
2.666666666666666630e-01, 3.797152690926936192e+00
2.833333333333333259e-01, 3.785147912928902070e+00
3.000000000000000444e-01, 3.773605753337765822e+00
3.166666666666666519e-01, 3.762562516991777795e+00
3.333333333333333148e-01, 3.752009097056321796e+00
3.500000000000000333e-01, 3.741818513249846490e+00
3.666666666666666963e-01, 3.732015507314460745e+00
3.833333333333333037e-01, 3.722546703441197202e+00
4.000000000000000222e-01, 3.713446900544381979e+00
4.166666666666666852e-01, 3.704673590721650367e+00
4.333333333333333481e-01, 3.696161966385580477e+00
4.499999999999999556e-01, 3.687983542603032294e+00
4.666666666666666741e-01, 3.680106648885952403e+00
4.833333333333333370e-01, 3.672477052763450267e+00
5.000000000000000000e-01, 3.665061482174582164e+00
5.166666666666667185e-01, 3.657887087789824410e+00
5.333333333333333259e-01, 3.651006627015935813e+00
5.499999999999999334e-01, 3.644393174860328877e+00
5.666666666666666519e-01, 3.638079870784042935e+00
5.833333333333332593e-01, 3.631940992052643757e+00
6.000000000000000888e-01, 3.626057697910391120e+00
6.166666666666666963e-01, 3.620404403017320583e+00
6.333333333333333037e-01, 3.614959993534536675e+00
6.500000000000000222e-01, 3.609782886214602637e+00
6.666666666666666297e-01, 3.604659038256167847e+00
6.833333333333332371e-01, 3.599662578059175111e+00
7.000000000000000666e-01, 3.594554369311916631e+00
7.166666666666666741e-01, 3.589263735875356964e+00
7.333333333333333925e-01, 3.583660686878417323e+00
7.500000000000000000e-01, 3.577722632545142112e+00
7.666666666666666075e-01, 3.571411434822127084e+00
7.833333333333333259e-01, 3.564657609261811189e+00
8.000000000000000444e-01, 3.557458414687777903e+00
8.166666666666667629e-01, 3.549779148374755611e+00
8.333333333333333703e-01, 3.541534415126708524e+00
8.499999999999999778e-01, 3.532520915856638410e+00
8.666666666666666963e-01, 3.522507501530257823e+00
8.833333333333333037e-01, 3.511080400597054840e+00
8.999999999999999112e-01, 3.497655386030328106e+00
9.166666666666667407e-01, 3.481853376734059147e+00
9.333333333333333481e-01, 3.463651778469940989e+00
9.499999999999999556e-01, 3.441967762029005229e+00
9.666666666666666741e-01, 3.416181787923915358e+00
9.833333333333332815e-01, 3.385565893083635203e+00
1.000000000000000000e+00, 3.341441546815612895e+00
1.016666666666666829e+00, 3.257364807804107532e+00
1.033333333333333437e+00, 3.128006313132200233e+00
1.044914562181318951e+00, 3.000010000000000954e+00
1.061581228847985559e+00, 3.347987442702182737e+00
1.078247895514652166e+00, 3.367850210361024388e+00
1.094914562181318995e+00, 3.373915899261719975e+00
1.111581228847985603e+00, 3.376227394792404191e+00
1.128247895514652210e+00, 3.377280109427783117e+00
1.144914562181318818e+00, 3.377822871506079849e+00
1.161581228847985425e+00, 3.378126548140853114e+00
1.178247895514652255e+00, 3.378306392923366097e+00
1.194914562181318862e+00, 3.378418076848516804e+00
1.211581228847985692e+00, 3.378490140650777018e+00
1.228247895514652299e+00, 3.724057854052954308e+00
1.244914562181318907e+00, 3.778143808319230246e+00
1.261581228847985514e+00, 3.795165131601183184e+00
