0.031472626	3.927738944
0.104738039	3.888266305
0.174823395	3.856343344
0.24491167	3.827575839
0.31500228	3.801332698
0.385094446	3.776772467
0.45518778	3.753474417
0.525282671	3.731859278
0.595378145	3.710875229
0.665474203	3.690522271
0.735571818	3.671852223
0.8056706	3.654444357
0.875768993	3.636615764
0.945867581	3.618997535
1.015966558	3.601800032
1.086065729	3.584812894
1.156163928	3.566773937
1.226259207	3.545579525
1.296357783	3.527948722
1.366448025	3.501307617
1.436532624	3.468566103
1.508965936	3.420588871
1.569158512	3.366738888
1.609207309	3.31740346
1.645083994	3.265802342
1.673368276	3.217190902
1.698304514	3.166134409
1.714984217	3.109637071
1.734563261	2.979730277
1.741324001	2.882899972
1.749157875	2.678921294
1.751247143	2.601018219
1.754580015	2.540856732
1.755235159	2.358051297
1.756990932	2.25623665
1.757	2.10814117
1.757071147	2.006324815
