Time [s],Current [A],Terminal voltage [V],Loss of charge to sei [Ah]
53880.0,-1.2889592240920928e-05,3.9,0.0013272499958431178
53940.00000000001,-1.2887045656637549e-05,3.9,0.001328583541853951
54000.0,-1.288449897622852e-05,3.9,0.0013299168740949744
54060.0,-1.2881952885142378e-05,3.9,0.0013312500072855877
54120.00000000001,-1.2879409970937125e-05,3.9,0.0013325827879778105
54180.0,-1.2876870687306498e-05,3.9,0.001333915053354407
54240.0,-1.287433158398559e-05,3.9,0.0013352472930724542
54300.00000000001,-1.2871792357629193e-05,3.9,0.0013365793196481292
54360.0,-1.2869253766872673e-05,3.9,0.0013379111477574705
54420.0,-1.2866718300533789e-05,3.9,0.0013392426244023406
54480.0,-1.2864186463253183e-05,3.9,0.0013405735872419136
54540.00000000001,-1.286165480636032e-05,3.9,0.0013419045244981382
54600.0,-1.2859123033901318e-05,3.9,0.0013432352492363643
54660.0,-1.2856591870984969e-05,3.9,0.0013445657760894855
54720.00000000001,-1.2854063833398166e-05,3.9,0.001345895952507004
54780.0,-1.2851539411125204e-05,3.9,0.0013472256166221978
54840.0,-1.2849015168447593e-05,3.9,0.001348555255228878
54900.00000000001,-1.2846490832233761e-05,3.9,0.0013498846819388918
54960.0,-1.2843967080309409e-05,3.9,0.0013512139113421987
55020.0,-1.2841446442967728e-05,3.9,0.0013525427913337641
55080.0,-1.2838929391336829e-05,3.9,0.001353871160518657
55140.0,-1.2836412517802937e-05,3.9,0.0013551995042695062
55200.0,-1.2833895546596497e-05,3.9,0.0013565276367420063
55260.0,-1.2831379156204471e-05,3.9,0.001357855572483382
55320.00000000001,-1.2828865859245854e-05,3.9,0.0013591831598318974
55380.0,-1.282635615778721e-05,3.9,0.0013605102378621329
55440.0,-1.2823846635030782e-05,3.9,0.0013618372905324382
55500.00000000001,-1.2821336995385002e-05,3.9,0.0013631641325397045
55560.0,-1.281882793225406e-05,3.9,0.0013644907783886338
55620.0,-1.2816321988634676e-05,3.9,0.0013658170768586536
55680.00000000001,-1.2813819585473584e-05,3.9,0.0013671428674915675
55740.0,-1.2811317358221389e-05,3.9,0.0013684686328382992
55800.0,-1.2808815005052166e-05,3.9,0.0013697941881343225
55860.0,-1.2806313260874102e-05,3.9,0.0013711195478420305
55920.0,-1.2803814564062163e-05,3.9,0.001372444561179861
55980.0,-1.2801319443367623e-05,3.9,0.0013737690681545987
56040.0,-1.2798824500424405e-05,3.9,0.0013750935499165513
56100.00000000001,-1.2796329423834308e-05,3.9,0.001376417822237162
56160.0,-1.2793834941254569e-05,3.9,0.001377741899536719
56220.0,-1.2791343499703228e-05,3.9,0.0013790656314705534
56280.00000000001,-1.2788855608717753e-05,3.9,0.0013803888585082
56340.0,-1.2786367894175587e-05,3.9,0.001381712060406092
56400.0,-1.2783880059857254e-05,3.9,0.001383035053469078
56460.00000000001,-1.2781392769811138e-05,3.9,0.001384357852075536
56520.0,-1.2778908573294773e-05,3.9,0.0013856803063155892
56580.0,-1.277642788289926e-05,3.9,0.0013870022571192825
56640.0,-1.2773947366663802e-05,3.9,0.0013883241828559056
56700.00000000001,-1.277146672580434e-05,3.9,0.0013896459003611339
56760.0,-1.276898662556686e-05,3.9,0.0013909674239716428
56820.0,-1.2766509610972146e-05,3.9,0.001392288604210252
56880.00000000001,-1.2764036094452348e-05,3.9,0.001393609282465302
56940.0,-1.2761562751631282e-05,3.9,0.0013949299357256279
57000.0,-1.2759089266069769e-05,3.9,0.00139625038135517
57060.00000000001,-1.2756616296952729e-05,3.9,0.0013975706336490897
57120.0,-1.2754146440226102e-05,3.9,0.0013988905435608442
57180.0,-1.2751680056333358e-05,3.9,0.0014002099529348726
57240.00000000001,-1.2749213844844694e-05,3.9,0.0014015293373861755
57300.0,-1.2746747472349393e-05,3.9,0.0014028485148044056
57360.0,-1.2744281675859256e-05,3.9,0.0014041674994434512
57420.0,-1.27418189122672e-05,3.9,0.0014054861426853165
57480.00000000001,-1.273935961769623e-05,3.9,0.0014068042868283603
57540.0,-1.2736900495466312e-05,3.9,0.0014081224061203144
57600.0,-1.2734441232497559e-05,3.9,0.0014094403189740753
57660.00000000001,-1.2731982508427883e-05,3.9,0.0014107580396024045
57720.0,-1.2729526817509426e-05,3.9,0.001412075419813822
57780.0,-1.2727074588422966e-05,3.9,0.0014133923023584502
57840.00000000001,-1.2724622531312008e-05,3.9,0.0014147091601232867
57900.0,-1.2722170342778018e-05,3.9,0.0014160258120419513
57960.0,-1.2719718643796172e-05,3.9,0.0014173422722863
58020.00000000001,-1.2717270015017471e-05,3.9,0.0014186583930893306
58080.0,-1.2714824823282007e-05,3.9,0.0014199740176507607
58140.0,-1.2712379802210997e-05,3.9,0.001421289617503371
58200.0,-1.2709934625041795e-05,3.9,0.0014226050120989932
58260.00000000001,-1.2707489941753951e-05,3.9,0.0014239202155687935
58320.0,-1.2705048323684565e-05,3.9,0.0014252350805682142
58380.0,-1.2702610130584644e-05,3.9,0.0014265494507444316
58440.00000000001,-1.2700172107568579e-05,3.9,0.0014278637962824548
58500.0,-1.2697733899036297e-05,3.9,0.0014291779371498903
58560.0,-1.26952962396651e-05,3.9,0.0014304918874373728
58620.00000000001,-1.2692861599200683e-05,3.9,0.001431805500220792
58680.0,-1.2690430356816012e-05,3.9,0.001433118619592676
58740.0,-1.2687999283083676e-05,3.9,0.0014344317143966427
58800.00000000001,-1.2685568064364223e-05,3.9,0.001435744605113631
58860.0,-1.2683137355009511e-05,3.9,0.001437057305793951
58920.0,-1.2680709643350092e-05,3.9,0.0014383696699319412
58980.0,-1.2678285337392656e-05,3.9,0.0014396815420633516
59040.00000000001,-1.2675861200521018e-05,3.9,0.0014409933896968054
59100.0,-1.267343688036644e-05,3.9,0.0014423050338241124
59160.0,-1.2671013104013049e-05,3.9,0.0014436164884554586
59220.00000000001,-1.2668592317390244e-05,3.9,0.0014449276075016472
59280.0,-1.2666174904328932e-05,3.9,0.0014462382359395594
59340.0,-1.266375765879608e-05,3.9,0.0014475488399491366
59400.00000000001,-1.2661340250156244e-05,3.9,0.0014488592410306588
59460.0,-1.265892334355347e-05,3.9,0.0014501694531543672
59520.0,-1.2656509429073899e-05,3.9,0.0014514793306455586
59580.0,-1.2654098883820917e-05,3.9,0.001452788718920169
59640.00000000001,-1.2651688505918527e-05,3.9,0.001454098082835747
59700.0,-1.264927792025507e-05,3.9,0.001455407244398617
59760.0,-1.264686791061601e-05,3.9,0.001456716217539278
59820.00000000001,-1.2644460818413526e-05,3.9,0.00145802485699557
59880.0,-1.2642057113817919e-05,3.9,0.00145933300862041
59940.0,-1.2639653577470021e-05,3.9,0.001460641135955175
60000.00000000001,-1.2637249857835598e-05,3.9,0.0014619490615098828
60060.0,-1.2634846622729242e-05,3.9,0.0014632567991754643
60120.0,-1.263244637501423e-05,3.9,0.0014645642041003456
60180.00000000001,-1.2630049466809608e-05,3.9,0.0014658711225723803
60240.0,-1.262765272446786e-05,3.9,0.001467178016822987
60300.0,-1.2625255753415535e-05,3.9,0.0014684847098634848
60360.0,-1.262285935010945e-05,3.9,0.0014697912155454231
60420.00000000001,-1.2620465870353882e-05,3.9,0.0014710973894258986
60480.0,-1.2618075727963437e-05,3.9,0.0014724030782256486
60540.0,-1.2615685751328562e-05,3.9,0.0014737087428722932
60600.00000000001,-1.261329558197693e-05,3.9,0.0014750142068760898
60660.0,-1.2610905917735499e-05,3.9,0.001476319484049415
60720.0,-1.2608519161153698e-05,3.9,0.001477624430356099
60780.00000000001,-1.2606135771836288e-05,3.9,0.0014789288929477485
60840.0,-1.2603752549826877e-05,3.9,0.0014802333314542877
60900.0,-1.2601369094906695e-05,3.9,0.0014815375698825916
60960.00000000001,-1.2598986169491763e-05,3.9,0.0014828416220060187
61020.0,-1.2596606128853371e-05,3.9,0.0014841453441932586
61080.0,-1.2594229429846134e-05,3.9,0.0014854485840247438
61140.0,-1.2591852896889894e-05,3.9,0.0014867517998388053
61200.00000000001,-1.2589476174666837e-05,3.9,0.0014880548161365981
61260.0,-1.2587099927288485e-05,3.9,0.001489357646652655
61320.0,-1.2584726585120381e-05,3.9,0.001490660148158616
61380.00000000001,-1.258235655169656e-05,3.9,0.0014919621686617637
61440.0,-1.2579986682600828e-05,3.9,0.0014932641652148475
61500.0,-1.2577616641280806e-05,3.9,0.0014945659628110048
61560.00000000001,-1.2575247076633208e-05,3.9,0.0014958675751461294
61620.0,-1.257288039669503e-05,3.9,0.0014971688593929224
61680.0,-1.257051699947969e-05,3.9,0.0014984696639835215
61740.00000000001,-1.2568153765364711e-05,3.9,0.0014997704446911122
61800.0,-1.256579035228646e-05,3.9,0.0015010710269984994
61860.0,-1.2563427418228558e-05,3.9,0.001502371424563126
61920.0,-1.256106733978963e-05,3.9,0.0015036714949568997
61980.00000000001,-1.255871056356385e-05,3.9,0.0015049710870348345
62040.0,-1.2556353951502019e-05,3.9,0.001506270655296491
62100.0,-1.255399714854048e-05,3.9,0.0015075700257120915
62160.00000000001,-1.255164079122186e-05,3.9,0.001508869211900786
62220.0,-1.2549287344137706e-05,3.9,0.0015101680718318357
62280.0,-1.2546937146623824e-05,3.9,0.0015114664547811595
62340.00000000001,-1.2544587110419845e-05,3.9,0.0015127648139806424
62400.0,-1.2542236855800565e-05,3.9,0.001514062975885627
62460.0,-1.2539887106289993e-05,3.9,0.0015153609540771787
62520.00000000001,-1.2537540196486676e-05,3.9,0.0015166586069200437
62580.0,-1.2535196557197084e-05,3.9,0.0015179557841091165
62640.0,-1.253285308042105e-05,3.9,0.0015192529376144674
62700.0,-1.2530509358140061e-05,3.9,0.001520549894374325
62760.00000000001,-1.252816614066764e-05,3.9,0.0015218466679318373
62820.0,-1.2525825761107689e-05,3.9,0.0015231431170454096
62880.0,-1.2523488642415092e-05,3.9,0.0015244390918269708
62940.00000000001,-1.2521151685760861e-05,3.9,0.0015257350429906263
63000.0,-1.251881450706993e-05,3.9,0.001527030797955256
63060.0,-1.2516477818719448e-05,3.9,0.001528326370226246
63120.00000000001,-1.2514143926320104e-05,3.9,0.001529621618953875
63180.0,-1.2511813289339587e-05,3.9,0.0015309163946651658
63240.0,-1.2509482814149472e-05,3.9,0.0015322111468240493
63300.00000000001,-1.25071521083973e-05,3.9,0.0015335057033278527
63360.00000000001,-1.2504821889160217e-05,3.9,0.001534800077644393
63420.0,-1.2502494484753545e-05,3.9,0.0015360941293139723
63480.0,-1.2500170313231092e-05,3.9,0.0015373877092768108
63540.00000000001,-1.2497846302324468e-05,3.9,0.001538681265752456
63600.0,-1.2495522063014504e-05,3.9,0.0015399746271144515
63660.0,-1.2493198250213079e-05,3.9,0.0015412678067932147
63720.00000000001,-1.2490877307586592e-05,3.9,0.0015425606647172913
63780.0,-1.248855957333965e-05,3.9,0.0015438530522382022
63840.0,-1.248624199841312e-05,3.9,0.0015451454163368217
63900.00000000001,-1.248392418687822e-05,3.9,0.0015464375858607314
63960.0,-1.2481606808627143e-05,3.9,0.0015477295742031241
64020.0,-1.2479292260445808e-05,3.9,0.0015490212416790026
64080.0,-1.2476980924601014e-05,3.9,0.0015503124400492864
64140.00000000001,-1.2474669748272192e-05,3.9,0.0015516036150618937
64200.0,-1.2472358330974415e-05,3.9,0.0015528945960362483
64260.0,-1.2470047333970237e-05,3.9,0.0015541853963284991
64320.00000000001,-1.246773918961466e-05,3.9,0.0015554758766383298
64380.0,-1.2465434210554344e-05,3.9,0.001556765889134188
64440.0,-1.2463129388709063e-05,3.9,0.0015580558783366758
64500.00000000001,-1.2460824347612476e-05,3.9,0.001559345674034923
64560.0,-1.2458519724474086e-05,3.9,0.0015606352895481772
64620.0,-1.2456217925242397e-05,3.9,0.0015619245859590538
64680.00000000001,-1.2453919299047106e-05,3.9,0.001563213415841667
64740.0,-1.2451620830400657e-05,3.9,0.001564502222494925
64800.0,-1.2449322089420667e-05,3.9,0.0015657908361754978
64860.0,-1.2447023823873356e-05,3.9,0.0015670792701659268
64920.00000000001,-1.2444728354690882e-05,3.9,0.0015683673859299913
64980.0,-1.2442436031979502e-05,3.9,0.0015696550364456162
65040.0,-1.2440143865521382e-05,3.9,0.00157094266379561
65100.00000000001,-1.2437851475734287e-05,3.9,0.001572230098702053
65160.0,-1.2435559486689432e-05,3.9,0.0015735173544109337
65220.0,-1.2433270305208712e-05,3.9,0.0015748042927654596
65280.00000000001,-1.243098426934363e-05,3.9,0.0015760907671455336
65340.0,-1.2428698389679121e-05,3.9,0.001577377218423418
65400.0,-1.2426412255788391e-05,3.9,0.0015786634777844608
65460.00000000001,-1.2424126557143766e-05,3.9,0.0015799495584382793
65520.0,-1.2421843649940784e-05,3.9,0.0015812353226057835
65580.0,-1.2419563862548186e-05,3.9,0.0015825206240670131
65640.0,-1.2417284230096373e-05,3.9,0.0015838059024891992
65700.0,-1.2415004357274228e-05,3.9,0.0015850909895188646
65760.0,-1.2412724917615714e-05,3.9,0.0015863758983294055
65820.0,-1.2410448239079876e-05,3.9,0.0015876604915177252
65880.0,-1.2408174687314636e-05,3.9,0.00158894462326219
65940.0,-1.2405901290870452e-05,3.9,0.0015902287320304655
66000.0,-1.2403627625362582e-05,3.9,0.0015915126499281545
66060.0,-1.2401354393976513e-05,3.9,0.0015927963900926067
66120.0,-1.2399083929262738e-05,3.9,0.0015940798154950022
66180.0,-1.2396816567602277e-05,3.9,0.0015953627807102281
66240.0,-1.239454936005539e-05,3.9,0.0015966457230118395
66300.0,-1.2392281933022439e-05,3.9,0.0015979284749624298
66360.0,-1.2390014875699093e-05,3.9,0.0015992110496634714
66420.0,-1.2387750579963757e-05,3.9,0.001600493310458712
66480.0,-1.2385489395420613e-05,3.9,0.0016017751123177872
66540.0,-1.2383228365449889e-05,3.9,0.001603056891325527
66600.0,-1.238096706830365e-05,3.9,0.0016043384804994639
66660.0,-1.237870617353447e-05,3.9,0.0016056198929053401
66720.0,-1.2376448053108961e-05,3.9,0.0016069009922578133
66780.0,-1.2374193011634313e-05,3.9,0.001608181633919454
66840.0,-1.2371938123035872e-05,3.9,0.001609462252791767
66900.0,-1.2369682976583416e-05,3.9,0.0016107426823451488
66960.0,-1.2367428213578195e-05,3.9,0.0016120229356097972
67020.0,-1.2365176218237538e-05,3.9,0.001613302876669572
67080.0,-1.2362927289978782e-05,3.9,0.0016145823612782311
67140.0,-1.2360678514045481e-05,3.9,0.001615861823159293
67200.0,-1.2358429454082338e-05,3.9,0.0016171410962339753
67260.0,-1.2356180835839655e-05,3.9,0.0016184201934970738
67320.0,-1.2353934911284298e-05,3.9,0.0016196989794000191
67380.0,-1.2351692069737727e-05,3.9,0.0016209773100859708
67440.0,-1.2349449381361258e-05,3.9,0.0016222556181057768
67500.0,-1.23472064370962e-05,3.9,0.0016235337378294483
67560.0,-1.2344963873504416e-05,3.9,0.0016248116822165442
67620.0,-1.2342724030930376e-05,3.9,0.0016260893160844
67680.0,-1.2340487244615562e-05,3.9,0.0016273664959638389
67740.0,-1.2338250610118066e-05,3.9,0.0016286436532383037
67800.0,-1.2336013700030144e-05,3.9,0.0016299206227245828
67860.0,-1.2333777177144594e-05,3.9,0.0016311974173471566
67920.0,-1.2331543433434589e-05,3.9,0.0016324739022876248
67980.0,-1.2329312675489619e-05,3.9,0.0016337499344627317
68040.0,-1.2327082065586029e-05,3.9,0.0016350259440937695
68100.0,-1.2324851150896711e-05,3.9,0.0016363017664422915
68160.0,-1.2322620702049729e-05,3.9,0.001637577414397861
68220.0,-1.2320392908668709e-05,3.9,0.001638852753504697
68280.0,-1.2318168170196176e-05,3.9,0.0016401276410637545
68340.0,-1.2315943583461579e-05,3.9,0.0016414025061393656
68400.0,-1.2313718697792692e-05,3.9,0.0016426771844358736
68460.0,-1.2311494221238405e-05,3.9,0.0016439516888080636
68520.0,-1.2309272449153082e-05,3.9,0.0016452258851611702
68580.0,-1.2307053675273206e-05,3.9,0.0016464996311786344
68640.0,-1.2304835050276446e-05,3.9,0.0016477733547729987
68700.0,-1.230261612505305e-05,3.9,0.0016490468920894125
68760.0,-1.2300397623723538e-05,3.9,0.0016503202559480594
68820.0,-1.2298181814574755e-05,3.9,0.0016515933126135657
68880.0,-1.2295968998181543e-05,3.9,0.0016528659201501474
68940.0,-1.2293756330343394e-05,3.9,0.001654138505323714
69000.0,-1.2291543375188631e-05,3.9,0.0016554109047182434
69060.0,-1.2289330783759953e-05,3.9,0.0016566831311194783
69120.00000000001,-1.2287120901360969e-05,3.9,0.0016579550511498218
69180.0,-1.2284914016119421e-05,3.9,0.0016592265232525784
69240.0,-1.2282707279671801e-05,3.9,0.0016604979730521449
69300.0,-1.2280500262209886e-05,3.9,0.0016617692375693615
69360.0,-1.2278293593182995e-05,3.9,0.001663040329555683
69420.0,-1.2276089620982206e-05,3.9,0.0016643111159897089
69480.00000000001,-1.2273888631928893e-05,3.9,0.001665581455692141
69540.0,-1.2271687790992842e-05,3.9,0.0016668517731509244
69600.0,-1.226948662360287e-05,3.9,0.001668121905821856
69660.0,-1.2267285885171232e-05,3.9,0.0016693918664222236
69720.0,-1.2265087780597226e-05,3.9,0.001670661522285249
69780.0,-1.2262892661460453e-05,3.9,0.0016719307326073637
69840.0,-1.2260697690579817e-05,3.9,0.001673199920745122
69900.00000000001,-1.2258502422130835e-05,3.9,0.0016744689245873096
69960.0,-1.2256307541437162e-05,3.9,0.0016757377568172368
70020.0,-1.22541153070357e-05,3.9,0.001677006285121154
70080.0,-1.2251926022277087e-05,3.9,0.001678274369069567
70140.0,-1.2249736883964969e-05,3.9,0.0016795424308926486
70200.0,-1.224754746562248e-05,3.9,0.0016808103089102655
70260.00000000001,-1.2245358434887892e-05,3.9,0.001682078015771885
70320.0,-1.2243171990322344e-05,3.9,0.0016833454195152445
70380.0,-1.2240988541802908e-05,3.9,0.0016846123800832546
70440.0,-1.223880524215184e-05,3.9,0.0016858793185846861
70500.0,-1.2236621664988951e-05,3.9,0.0016871460737686033
70560.0,-1.2234438388698834e-05,3.9,0.0016884126582507636
70620.0,-1.2232257803714776e-05,3.9,0.0016896789404188424
70680.00000000001,-1.2230080143902872e-05,3.9,0.001690944780586506
70740.0,-1.2227902629323957e-05,3.9,0.0016922105987460993
70800.0,-1.2225724806080852e-05,3.9,0.0016934762340739577
70860.0,-1.2223547365050256e-05,3.9,0.0016947416991523073
70920.0,-1.2221372534442402e-05,3.9,0.001696006862717192
70980.0,-1.221920063311888e-05,3.9,0.0016972715854514276
71040.00000000001,-1.2217028877294341e-05,3.9,0.0016985362862358304
71100.00000000001,-1.221485687889017e-05,3.9,0.0016998008046721453
71160.0,-1.2212685145631013e-05,3.9,0.001701065153309197
71220.0,-1.2210516082400385e-05,3.9,0.0017023292012298844
71280.0,-1.220834993415616e-05,3.9,0.0017035928094845262
71340.0,-1.2206183930632453e-05,3.9,0.0017048563958473285
71400.0,-1.2204017649042094e-05,3.9,0.0017061198003435539
71460.00000000001,-1.2201851694192217e-05,3.9,0.0017073830354887851
71520.0,-1.219968833580649e-05,3.9,0.001708645970711241
71580.0,-1.2197527908600383e-05,3.9,0.0017099084674271417
71640.0,-1.2195367627026713e-05,3.9,0.0017111709423089398
71700.0,-1.219320701948629e-05,3.9,0.0017124332358035574
71760.0,-1.2191046787761684e-05,3.9,0.001713695360393477
71820.00000000001,-1.2188889163101755e-05,3.9,0.0017149571858507346
71880.00000000001,-1.2186734425139983e-05,3.9,0.0017162185739558323
71940.0,-1.2184579830512743e-05,3.9,0.0017174799402843058
72000.0,-1.2182424929198393e-05,3.9,0.0017187411257029
72060.0,-1.2180270365473711e-05,3.9,0.0017200021426611392
72120.0,-1.2178118401241313e-05,3.9,0.0017212628612733561
72180.0,-1.2175969334147933e-05,3.9,0.001722523143682767
72240.00000000001,-1.2173820410935137e-05,3.9,0.0017237834043727757
72300.0,-1.2171671184832333e-05,3.9,0.0017250434846281088
72360.0,-1.2169522288544575e-05,3.9,0.0017263033968654873
72420.0,-1.2167375977223242e-05,3.9,0.001727563011540054
72480.0,-1.2165232557744258e-05,3.9,0.0017288221911561255
72540.0,-1.2163089281862904e-05,3.9,0.0017300813491097754
72600.00000000001,-1.2160945690760983e-05,3.9,0.0017313403271018858
72660.00000000001,-1.215880240363518e-05,3.9,0.0017325991375164984
72720.0,-1.2156661746228054e-05,3.9,0.0017338576511480768
72780.0,-1.2154523942440793e-05,3.9,0.0017351157308604973
72840.0,-1.2152386280333583e-05,3.9,0.0017363737889672254
72900.0,-1.2150248298359218e-05,3.9,0.0017376316675834739
72960.0,-1.2148110650494585e-05,3.9,0.0017388893790607721
73020.00000000001,-1.2145975592484058e-05,3.9,0.001740146794531418
73080.0,-1.214384337400787e-05,3.9,0.0017414037772172683
73140.0,-1.2141711296459527e-05,3.9,0.0017426607383539065
73200.0,-1.2139578915989589e-05,3.9,0.0017439175204690834
73260.0,-1.2137446862282624e-05,3.9,0.0017451741358819432
73320.0,-1.2135317374938047e-05,3.9,0.0017464304560611574
73380.00000000001,-1.2133190736036334e-05,3.9,0.0017476863445849962
73440.00000000001,-1.2131064238582906e-05,3.9,0.001748942211615868
73500.0,-1.2128937385316338e-05,3.9,0.0017501979000922449
73560.0,-1.2126810898767964e-05,3.9,0.001751453422301051
73620.0,-1.2124686961620689e-05,3.9,0.001752708650045845
73680.0,-1.212256587298607e-05,3.9,0.001753963447259805
73740.0,-1.2120444925716483e-05,3.9,0.0017552182230367766
73800.00000000001,-1.211832364106828e-05,3.9,0.0017564728207242124
73860.0,-1.2116202691322833e-05,3.9,0.0017577272525769166
73920.0,-1.211408428014237e-05,3.9,0.0017589813907319266
73980.0,-1.2111968712157888e-05,3.9,0.001760235099475748
74040.0,-1.2109853285350982e-05,3.9,0.0017614887868383328
74100.0,-1.2107737535806834e-05,3.9,0.0017627422965743168
74160.00000000001,-1.2105622071478784e-05,3.9,0.0017639956409065463
74220.00000000001,-1.2103509185047458e-05,3.9,0.0017652486923040683
74280.0,-1.210139911602139e-05,3.9,0.001766501315405207
74340.0,-1.2099289186839748e-05,3.9,0.0017677539171806194
74400.0,-1.2097178889212698e-05,3.9,0.0017690063417903667
74460.0,-1.2095068938786124e-05,3.9,0.0017702586014254691
74520.0,-1.209296152835965e-05,3.9,0.0017715105688855552
74580.00000000001,-1.209085693927809e-05,3.9,0.0017727621091592493
74640.0,-1.2088752490151394e-05,3.9,0.0017740136281624852
74700.0,-1.2086647710217171e-05,3.9,0.0017752649704589993
74760.0,-1.208454321935144e-05,3.9,0.0017765161482081319
74820.0,-1.2082441241125e-05,3.9,0.0017777670345386612
74880.0,-1.208034210198211e-05,3.9,0.0017790174947880026
74940.0,-1.2078243103911037e-05,3.9,0.0017802679338219177
75000.00000000001,-1.2076143762675056e-05,3.9,0.0017815181966060753
75060.0,-1.2074044689648073e-05,3.9,0.001782768295268269
75120.0,-1.2071948187412502e-05,3.9,0.001784018103265015
75180.0,-1.2069854467719518e-05,3.9,0.001785267486281029
75240.0,-1.2067760886066045e-05,3.9,0.0017865168481364013
75300.0,-1.2065666969660508e-05,3.9,0.0017877660341970155
75360.00000000001,-1.2063573371855775e-05,3.9,0.001789015056559259
75420.0,-1.2061482246598535e-05,3.9,0.0017902637890059687
75480.0,-1.2059393933740814e-05,3.9,0.0017915120975676652
75540.0,-1.205730576061219e-05,3.9,0.0017927603850232856
75600.0,-1.2055217211955691e-05,3.9,0.0017940084971371881
75660.0,-1.2053129013166406e-05,3.9,0.00179525644597449
75720.0,-1.2051043295765455e-05,3.9,0.0017965041056429605
75780.00000000001,-1.204896035780208e-05,3.9,0.0017977513425174341
75840.0,-1.2046877557897048e-05,3.9,0.001798998558340151
75900.0,-1.2044794410054e-05,3.9,0.001800245599272257
75960.0,-1.2042711582258435e-05,3.9,0.0018014924773477276
76020.0,-1.2040631218394946e-05,3.9,0.0018027390669978596
76080.0,-1.2038553632602269e-05,3.9,0.0018039852349403438
76140.00000000001,-1.2036476184843535e-05,3.9,0.0018052313818851641
76200.0,-1.2034398436358856e-05,3.9,0.0018064773543885468
76260.0,-1.2032320909625268e-05,3.9,0.001807723164453455
76320.0,-1.2030245904574615e-05,3.9,0.0018089686868333454
76380.0,-1.2028173664144105e-05,3.9,0.0018102137885872929
76440.0,-1.2026101561036997e-05,3.9,0.0018114588693974405
76500.0,-1.2024029088244128e-05,3.9,0.0018127037762133962
76560.00000000001,-1.2021956935647961e-05,3.9,0.001813948521007255
76620.0,-1.2019887248298224e-05,3.9,0.001815192978853259
76680.0,-1.2017820314309168e-05,3.9,0.0018164370171504008
76740.0,-1.2015753517063908e-05,3.9,0.0018176810345573741
76800.0,-1.2013686359284859e-05,3.9,0.0018189248784155059
76860.0,-1.2011619509821683e-05,3.9,0.00182016856066614
76920.00000000001,-1.2009555128682058e-05,3.9,0.0018214119567029285
76980.0,-1.2007493484657467e-05,3.9,0.0018226549342633637
77040.0,-1.200543197651527e-05,3.9,0.0018238978909870273
77100.0,-1.2003370087678675e-05,3.9,0.0018251406746052938
77160.0,-1.200130853992083e-05,3.9,0.0018263832970289017
77220.0,-1.1999249405944742e-05,3.9,0.0018276256339695592
77280.0,-1.1997193033124679e-05,3.9,0.0018288675535017933
77340.00000000001,-1.1995136797467478e-05,3.9,0.0018301094522504377
77400.0,-1.1993080214014068e-05,3.9,0.001831351178335243
77460.0,-1.1991023885581952e-05,3.9,0.0018325927436364734
77520.0,-1.1988970019535662e-05,3.9,0.0018338340241825395
77580.0,-1.1986918888205235e-05,3.9,0.001835074888383589
77640.0,-1.1984867892706808e-05,3.9,0.0018363157318539902
77700.00000000001,-1.1982816535735236e-05,3.9,0.0018375564031002456
77760.00000000001,-1.1980765445688515e-05,3.9,0.0018387969139722652
77820.0,-1.19787168487114e-05,3.9,0.0018400371408138151
77880.0,-1.1976670923923587e-05,3.9,0.0018412769523692468
77940.0,-1.1974625131675287e-05,3.9,0.0018425167432467489
78000.0,-1.1972579013935207e-05,3.9,0.0018437563623379411
78060.0,-1.1970533130953064e-05,3.9,0.0018449958214624982
78120.00000000001,-1.1968489717110078e-05,3.9,0.0018462349972782144
78180.0,-1.1966449016451689e-05,3.9,0.001847473758862226
78240.0,-1.1964408450494743e-05,3.9,0.0018487124998208158
78300.0,-1.1962367488717008e-05,3.9,0.0018499510694290602
78360.0,-1.1960326825129404e-05,3.9,0.0018511894794765618
78420.0,-1.1958288582424955e-05,3.9,0.001852427606933797
78480.00000000001,-1.1956253056158336e-05,3.9,0.001853665321209287
78540.00000000001,-1.1954217664822177e-05,3.9,0.0018549030149116355
78600.0,-1.1952181868145411e-05,3.9,0.001856140537697768
78660.0,-1.1950146404818904e-05,3.9,0.0018573779013273252
78720.0,-1.1948113334402665e-05,3.9,0.0018586149830821656
78780.0,-1.194608294876182e-05,3.9,0.0018598516527007925
78840.0,-1.1944052696386674e-05,3.9,0.0018610883017983382
78900.00000000001,-1.1942022083114644e-05,3.9,0.001862324780411974
78960.0,-1.1939991750881214e-05,3.9,0.0018635611002714941
79020.0,-1.1937963826346648e-05,3.9,0.0018647971389688363
79080.0,-1.1935938581302734e-05,3.9,0.0018660327665710938
79140.0,-1.1933913469259078e-05,3.9,0.001867268373704103
79200.0,-1.193188798710618e-05,3.9,0.0018685038107836929
79260.00000000001,-1.192986278295852e-05,3.9,0.0018697390895099438
79320.00000000001,-1.1927839978227405e-05,3.9,0.0018709740877835375
79380.0,-1.1925819844456946e-05,3.9,0.0018722086759988107
79440.0,-1.192379984335378e-05,3.9,0.0018734432437964557
79500.0,-1.192177947463229e-05,3.9,0.0018746776419693565
79560.0,-1.1919759354765901e-05,3.9,0.0018759118821880028
79620.0,-1.1917741652533979e-05,3.9,0.001877145842660558
79680.00000000001,-1.1915726620959672e-05,3.9,0.0018783793941071908
79740.0,-1.191371172197679e-05,3.9,0.0018796129251876046
79800.0,-1.1911696422292495e-05,3.9,0.0018808462870701468
